Family,TaxonName,Genus,Species,InfraName1,InfraName2,InfraName3,Cultivar,TradeName,CommonNameAll,Distribution,LifeForm,QRCodeURL,NameID
Pteridaceae,Adiantum pedatum,Adiantum,pedatum,,,,,,"Northern Maidenhair Fern, American Maidenhair Fern","North America, Eastern Asia",Herbaceous perennial,taxon-319.aspx?qr=0,319
Pteridaceae,Adiantum raddianum,Adiantum,raddianum,,,,,,Delta Maidenhair,Brazil,Herbaceous perennial,taxon-323.aspx?qr=0,323
Ranunculaceae,Adonis amurensis,Adonis,amurensis,,,,,,"Amur Adonis, Adonis",Northeast Asia,Herbaceous perennial,taxon-328.aspx?qr=0,328
Ranunculaceae,Adonis amurensis 'Fukujukai',Adonis,amurensis,,,,'Fukujukai',,Fukujukai Adonis,Northeast Asia,Herbaceous perennial,taxon-14378.aspx?qr=0,14378
Crassulaceae,Adromischus cooperi,Adromischus,cooperi,,,,,,Adromischus,South Africa,Cactus/succulent,taxon-15272.aspx?qr=0,15272
Crassulaceae,Adromischus cristatus,Adromischus,cristatus,,,,,,Crinkle-leaf Plant,"South Africa (Cape Provinces), Namibia",Cactus/succulent,taxon-336.aspx?qr=0,336
Crassulaceae,Adromischus leucophyllus,Adromischus,leucophyllus,,,,,,Adromischus,South Africa (Cape Provinces),Cactus/succulent,taxon-150220.aspx?qr=0,150225
Crassulaceae,Adromischus maculatus,Adromischus,maculatus,,,,,,Calico-hearts,South Africa (Cape Provinces),Cactus/succulent,taxon-339.aspx?qr=0,339
Crassulaceae,Adromischus marianae var. immaculatus,Adromischus,marianae,immaculatus,,,,,Adromischus,South Africa,Cactus/succulent,taxon-14428.aspx?qr=0,14428
Crassulaceae,Adromischus montium-klinghardtii,Adromischus,montium-klinghardtii,,,,,,Adromischus,"S Namibia, South Africa (Cape Provinces)",Cactus/succulent,taxon-150221.aspx?qr=0,150226
Bromeliaceae,Aechmea 'Blue Tango',Aechmea,,,,,'Blue Tango',,"Blue Tango Aechmea, Aechmea",Interspecies Hybrid,Herbaceous perennial,taxon-16757.aspx?qr=0,16757
Bromeliaceae,Aechmea cylindrata,Aechmea,cylindrata,,,,,,"Matchstick Air Plant, Aechmea",Brazil,Herbaceous perennial,taxon-343.aspx?qr=0,343
Bromeliaceae,Aechmea fasciata,Aechmea,fasciata,,,,,,"Silver Vase, Aechmea",SE Brazil,Herbaceous perennial,taxon-344.aspx?qr=0,344
Bromeliaceae,Aechmea nudicaulis 'Variegata',Aechmea,nudicaulis,,,,'Variegata',,"Varigated Livingvase, Aechmea",S Mexico to SE Brazil,Herbaceous perennial,taxon-347.aspx?qr=0,347
Crassulaceae,Aeonium canariense var. virgineum,Aeonium,canariense,virgineum,,,,,"Canary Island Aeonium, Giant Velvet Rose",Canary Islands,Cactus/succulent,taxon-16423.aspx?qr=0,16423
Crassulaceae,Aeonium haworthii,Aeonium,haworthii,,,,,,"Haworth's Aeonium, Pinwheel",Canary Islands,Cactus/succulent,taxon-361.aspx?qr=0,361
Gesneriaceae,Aeschynanthus 'Laura',Aeschynanthus,,,,,'Laura',,Laura Lipstick Plant,Interspecies Hybrid,Vine/liana,taxon-366.aspx?qr=0,366
Gesneriaceae,Aeschynanthus × splendidus,Aeschynanthus,× splendidus,,,,,,Hybrid Aeschynanthus,Horticultural Origin,Vine/liana,taxon-369.aspx?qr=0,369
Gesneriaceae,Aeschynanthus batakiorum,Aeschynanthus,batakiorum,,,,,,Aeschynanthus,Philippines (Palawan),Herbaceous perennial,taxon-14837.aspx?qr=0,14837
Gesneriaceae,Aeschynanthus buxifolius,Aeschynanthus,buxifolius,,,,,,Aeschynanthus,"China (SW Guizhou, Guangxi), N Vietnam",Herbaceous perennial,taxon-150632.aspx?qr=0,150638
Gesneriaceae,Aeschynanthus evrardii,Aeschynanthus,evrardii,,,,,,Aeschynanthus,Malaysia,Herbaceous perennial,taxon-13977.aspx?qr=0,13977
Gesneriaceae,Aeschynanthus gracilis 'Red Elf',Aeschynanthus,gracilis,,,,'Red Elf',,Red Elf Aeschynanthus,Horticultural Origin,Vine/liana,taxon-368.aspx?qr=0,368
Gesneriaceae,Aeschynanthus lanceolatus,Aeschynanthus,lanceolatus,,,,,,Aeschynanthus,SE Indochina to C Malesia,Herbaceous perennial,taxon-150633.aspx?qr=0,150639
Gesneriaceae,Aeschynanthus lobbianus,Aeschynanthus,lobbianus,,,,,,Lipstick Plant,Java,Herbaceous perennial,taxon-14711.aspx?qr=0,14711
Gesneriaceae,Aeschynanthus longicaulis,Aeschynanthus,longicaulis,,,,,,Aeschynanthus,Malaysia,Herbaceous perennial,taxon-14839.aspx?qr=0,14839
Gesneriaceae,Aeschynanthus obconicus,Aeschynanthus,obconicus,,,,,,Aeschynanthus,Malaysian Penninsula,Herbaceous perennial,taxon-14712.aspx?qr=0,14712
Gesneriaceae,Aeschynanthus radicans,Aeschynanthus,radicans,,,,,,Lipstick Plant,Malaysia,Vine/liana,taxon-371.aspx?qr=0,371
Sapindaceae,Aesculus × arnoldia 'Autumn Splendor',Aesculus,× arnoldia,,,,'Autumn Splendor',,Autumn Splendor Buckeye,Interspecies Hybrid,Tree,taxon-16336.aspx?qr=0,16336
Sapindaceae,Aesculus × carnea,Aesculus,× carnea,,,,,,Red Horse Chestnut,Horticultural Origin,Tree,taxon-374.aspx?qr=0,374
Sapindaceae,Aesculus × carnea 'Ft. McNair',Aesculus,× carnea,,,,'Ft. McNair',,Fort McNair Red Horsechestnut,Interspecies Hybrid,Tree,taxon-3108.aspx?qr=0,3108
Sapindaceae,Aesculus × carnea 'Briotii',Aesculus,× carnea,,,,'Briotii',,Ruby Horse Chestnut,Interspecies Hybrid,Tree,taxon-375.aspx?qr=0,375
Sapindaceae,Aesculus glabra,Aesculus,glabra,,,,,,Ohio Buckeye,Southern Ontario to Alabama,Tree,taxon-376.aspx?qr=0,376
Sapindaceae,Aesculus hippocastanum,Aesculus,hippocastanum,,,,,,"European Horsechestnut, Common Horsechestnut","Bulgaria, Albania, Greece",Tree,taxon-377.aspx?qr=0,377
Sapindaceae,Aesculus hippocastanum 'Baumannii',Aesculus,hippocastanum,,,,'Baumannii',,Baumann Horsechestnut,Cultivated Origin,Tree,taxon-15181.aspx?qr=0,15181
Sapindaceae,Aesculus octandra,Aesculus,octandra,,,,,,"Yellow Buckeye, Sweet Buckeye","Illinoian glaciation in Ohio, Indiana",Tree,taxon-378.aspx?qr=0,378
Sapindaceae,Aesculus parviflora,Aesculus,parviflora,,,,,,"Bottlebrush Buckeye, Dwarf Horse Chestnut","Georgia, Alabama",Shrub/sub-shrub,taxon-379.aspx?qr=0,379
Sapindaceae,Aesculus pavia,Aesculus,pavia,,,,,,Red Buckeye,Eastern North America,Tree,taxon-380.aspx?qr=0,380
Brassicaceae,Aethionema grandiflorum,Aethionema,grandiflorum,,,,,,Persian Stone Cress,"Turkey, Iran, Iraq",Herbaceous perennial,taxon-394.aspx?qr=0,394
Brassicaceae,Aethionema iberideum,Aethionema,iberideum,,,,,,Spanish Stonecress,"Turkey, Greece",Herbaceous perennial,taxon-395.aspx?qr=0,395
Brassicaceae,Aethionema oppositifolium,Aethionema,oppositifolium,,,,,,Greek Stonecress,"Lebanon, Caucasus",Herbaceous perennial,taxon-398.aspx?qr=0,398
Zingiberaceae,Aframomum daniellii,Aframomum,daniellii,,,,,,Aframomun,Tropical Africa,Herbaceous perennial,taxon-13811.aspx?qr=0,13811
Podocarpaceae,Afrocarpus falcatus,Afrocarpus,falcatus,,,,,,Outeniqua Yellowwood,South Africa to Angola,Tree,taxon-405.aspx?qr=0,405
Podocarpaceae,Afrocarpus gracilior,Afrocarpus,gracilior,,,,,,"Yellowwood, African Fern Pine, Yellowwood",Subtropical Africa,Tree,taxon-14943.aspx?qr=0,14943
Podocarpaceae,Afrocarpus usambarensis,Afrocarpus,usambarensis,,,,,,East African Yellow Wood,Central Africa,Tree,taxon-13855.aspx?qr=0,13855
Fabaceae,Afzelia bipindensis,Afzelia,bipindensis,,,,,,Makola,Cameroon,Tree,taxon-406.aspx?qr=0,406
Orobanchaceae,Agalinis tenuifolia,Agalinis,tenuifolia,,,,,,Slender-leaved Agalinis,"NE U.S., S to Fla., Texas",Herbaceous perennial,taxon-6537.aspx?qr=0,6537
Amaryllidaceae,Agapanthus africanus,Agapanthus,africanus,,,,,,"African Lily, Agapanthus",SW South Africa,"Geophyte (bulb, corm or tuber)",taxon-411.aspx?qr=0,411
Amaryllidaceae,Agapanthus caulescens subsp. gracilis,Agapanthus,caulescens,gracilis,,,,,"Agapanthus, Agapanthus",South Africa (E Cape Province to KwaZulu-Natal),Herbaceous perennial,taxon-150647.aspx?qr=0,150653
Amaryllidaceae,Agapanthus praecox subsp. orientalis,Agapanthus,praecox,orientalis,,,,,"African Lily, Agapanthus",S South Africa,"Geophyte (bulb, corm or tuber)",taxon-12912.aspx?qr=0,12912
Lamiaceae,Agastache foeniculum,Agastache,foeniculum,,,,,,Anise Hyssop,North Central North America,Herbaceous perennial,taxon-419.aspx?qr=0,419
Lamiaceae,Agastache rupestris,Agastache,rupestris,,,,,,Giant Hyssop,"Arizona, New Mexico",Herbaceous perennial,taxon-425.aspx?qr=0,425
Asparagaceae,Agave americana,Agave,americana,,,,,,"Century Plant, Maguey, Agave","Arizona, Texas, Mexico",Cactus/succulent,taxon-427.aspx?qr=0,427
Asparagaceae,Agave americana 'Marginata',Agave,americana,,,,'Marginata',,"Marginata Century Plant, Marginata Agave, Agave","Arizona, Texas, Mexico",Cactus/succulent,taxon-428.aspx?qr=0,428
Asparagaceae,Agave amica,Agave,amica,,,,,,"Agave, Tuberose, Polianthes",Central and Southern Mexico,Herbaceous perennial,taxon-150695.aspx?qr=0,150701
Asparagaceae,Agave attenuata,Agave,attenuata,,,,,,"Dragon Tree Agave, Agave",W Mexico,Cactus/succulent,taxon-430.aspx?qr=0,430
Asparagaceae,Agave coetocapnia subsp. coetocapnia,Agave,coetocapnia,coetocapnia,,,,,"Agave, Scarlet Tuberose, Polianthes",Mexico,Herbaceous perennial,taxon-150696.aspx?qr=0,150702
Asparagaceae,Agave guiengola,Agave,guiengola,,,,,,Agave,SW Mexico,Cactus/succulent,taxon-434.aspx?qr=0,434
Asparagaceae,Agave howardii,Agave,howardii,,,,,,"Agave, Tricolor Tuberose, Polianthes","Mexico (Jalisco, Colima)",Herbaceous perennial,taxon-150697.aspx?qr=0,150703
Asparagaceae,Agave isthmensis,Agave,isthmensis,,,,,,Agave,S Mexico,Cactus/succulent,taxon-15874.aspx?qr=0,15874
Asparagaceae,Agave nizandensis,Agave,nizandensis,,,,,,Agave,Mexico (Oaxaca),Cactus/succulent,taxon-14515.aspx?qr=0,14515
Asparagaceae,Agave palmeri,Agave,palmeri,,,,,,"Palmer Agave, Agave","New Mexico, Arizona, N Mexico",Cactus/succulent,taxon-438.aspx?qr=0,438
Asparagaceae,Agave parrasana,Agave,parrasana,,,,,,"Confederate Rose, Agave",NE Mexico,Cactus/succulent,taxon-14082.aspx?qr=0,14082
Asparagaceae,Agave parryi var. parryi,Agave,parryi,parryi,,,,,Parry Agave,Southwestern U.S. to Mexico,Cactus/succulent,taxon-14516.aspx?qr=0,14516
Asparagaceae,Agave polianthiflora,Agave,polianthiflora,,,,,,Agave,"Mexico (Chihuahua, Sonora)",Cactus/succulent,taxon-150819.aspx?qr=0,150837
Asparagaceae,Agave potatorum,Agave,potatorum,,,,,,"Drunkard Agave, Agave",Central and SW Mexico,Cactus/succulent,taxon-440.aspx?qr=0,440
Asparagaceae,Agave potatorum 'Kichiokan',Agave,potatorum,,,,'Kichiokan',,"Kichiokan Agave, Kisshou-Kan Agave, Kichijokan (marginata alba), Agave",Hort. Selection (Mexico),Cactus/succulent,taxon-150229.aspx?qr=0,150234
Asparagaceae,Agave salmiana var. ferox,Agave,salmiana,ferox,,,,,"Pulque Agave, Agave",Central and SW Mexico,Cactus/succulent,taxon-15517.aspx?qr=0,15517
Asparagaceae,Agave schidigera,Agave,schidigera,,,,,,Agave,North and Central Mexico,Cactus/succulent,taxon-150293.aspx?qr=0,150298
Asparagaceae,Agave schidigera 'Black Widow',Agave,schidigera,,,,'Black Widow',,Agave,Hort. Selection (Mexico),Cactus/succulent,taxon-149924.aspx?qr=0,149928
Asparagaceae,Agave sisalana,Agave,sisalana,,,,,,"Sisal Hemp Plant, Agave",SE Mexico,Cactus/succulent,taxon-442.aspx?qr=0,442
Asparagaceae,Agave stricta,Agave,stricta,,,,,,"Hedgehog Agave, Agave",SW Mexico,Cactus/succulent,taxon-443.aspx?qr=0,443
Asparagaceae,Agave stricta 'Nana',Agave,stricta,,,,'Nana',,"Dwarf Hedgehog Agave, Agave",Hort. Selection (Mexico),Cactus/succulent,taxon-150230.aspx?qr=0,150235
Asparagaceae,Agave titanota,Agave,titanota,,,,,,"Chalk Agave, Agave",SW Mexico,Cactus/succulent,taxon-149925.aspx?qr=0,149929
Asparagaceae,Agave univittata,Agave,univittata,,,,,,"Agave, Agave Lechuguilla, Agave",Northern Mexico and SW Texas,"Geophyte (bulb, corm or tuber)",taxon-150678.aspx?qr=0,150684
Asparagaceae,Agave utahensis,Agave,utahensis,,,,,,"Clark Mountain Agave, Utah Agave, Agave",Southwestern U.S.,Cactus/succulent,taxon-149926.aspx?qr=0,149930
Asparagaceae,Agave utahensis var. utahensis,Agave,utahensis,utahensis,,,,,Utah Century Plant,Southwestern U.S.,Cactus/succulent,taxon-15024.aspx?qr=0,15024
Asparagaceae,Agave victoriae-reginae,Agave,victoriae-reginae,,,,,,"Queen Agave, Agave",NE Mexico,Cactus/succulent,taxon-444.aspx?qr=0,444
Asparagaceae,Agave victoriae-reginae 'Golden Princess',Agave,victoriae-reginae,,,,'Golden Princess',,Golden Princess Agave,Hort. Selection (Mexico),Cactus/succulent,taxon-150231.aspx?qr=0,150236
Asteraceae,Ageratum houstonianum,Ageratum,houstonianum,,,,,,"Flossflower, Pussy-Foot","Mexico, Honduras",Herbaceous perennial,taxon-446.aspx?qr=0,446
Araceae,Aglaonema commutatum,Aglaonema,commutatum,,,,,,"Philippine Evergreen, Aglaonema","Philippines, Sulawesi",Herbaceous perennial,taxon-448.aspx?qr=0,448
Araceae,Aglaonema costatum,Aglaonema,costatum,,,,,,"Spotted Evergreen, Aglaonema",Southeast Asia,Herbaceous perennial,taxon-449.aspx?qr=0,449
Araceae,Aglaonema marantifolium,Aglaonema,marantifolium,,,,,,Aglaonema,New Guinea and Maluku Islands,Herbaceous perennial,taxon-451.aspx?qr=0,451
Araceae,Aglaonema modestum 'Faint Heart',Aglaonema,modestum,,,,'Faint Heart',,"Faint Heart Chinese Evergreen, Aglaonema",Southeast Asia,Herbaceous perennial,taxon-15335.aspx?qr=0,15335
Araceae,Aglaonema pictum 'Tricolor',Aglaonema,pictum,,,,'Tricolor',,"Tricolor Chinese Evergreen, Aglaonema",Sumatra,Herbaceous perennial,taxon-15350.aspx?qr=0,15350
Araceae,Aglaonema robeleynii,Aglaonema,robeleynii,,,,,,"Painted Drop-tongue, Aglaonema",Philippines (Luzon),Herbaceous perennial,taxon-150554.aspx?qr=0,150560
Araceae,Aglaonema simplex,Aglaonema,simplex,,,,,,Aglaonema,"Bangladesh to Indonesia, S Central China, Philippines",Herbaceous perennial,taxon-15816.aspx?qr=0,15816
Rosaceae,Agrimonia eupatoria,Agrimonia,eupatoria,,,,,,"Agrimony, Cocklebur, Harvest-Lice","Europe, W Asia, N Africa","Geophyte (bulb, corm or tuber)",taxon-456.aspx?qr=0,456
Lamiaceae,Ajuga reptans,Ajuga,reptans,,,,,,"Carpet Bugle, Common bugleweed","Europe, N Africa, SW Asia",Herbaceous perennial,taxon-473.aspx?qr=0,473
Lamiaceae,Ajuga reptans 'Mahogany',Ajuga,reptans,,,,'Mahogany',,Mahogany Bugleweed,"Hort. Selection (Europe, N Africa, SW Asia)",Herbaceous perennial,taxon-149874.aspx?qr=0,149878
Lamiaceae,Ajuga reptans 'Catlin's Giant',Ajuga,reptans,,,,'Catlin's Giant',,'Catlin's Giant' Ajuga,"Hort. Selection (Europe, N Africa, SW Asia)",Herbaceous perennial,taxon-478.aspx?qr=0,478
Lardizabalaceae,Akebia quinata,Akebia,quinata,,,,,,Five-leaf Akebia,"China, Korea, Japan",Vine/liana,taxon-484.aspx?qr=0,484
Rubiaceae,Alberta magna,Alberta,magna,,,,,,Natal Flame Bush,Southeast Africa,Tree,taxon-489.aspx?qr=0,489
Fabaceae,Albizia julibrissin 'E.H. Wilson',Albizia,julibrissin,,,,'E.H. Wilson',,"E.H. Wilson Mimosa, E. H. Wilson Silk Tree",Iran to central China,Tree,taxon-15179.aspx?qr=0,15179
Asparagaceae,Albuca namaquensis,Albuca,namaquensis,,,,,,Albuca,"SW South Africa, Namibia","Geophyte (bulb, corm or tuber)",taxon-17086.aspx?qr=0,17086
Rosaceae,Alchemilla gorcensis,Alchemilla,gorcensis,,,,,,Lady's Mantle,Europe,Herbaceous perennial,taxon-506.aspx?qr=0,506
Rosaceae,Alchemilla mollis,Alchemilla,mollis,,,,,,Lady's Mantle,"Eastern Carpathian, Caucasia",Herbaceous perennial,taxon-507.aspx?qr=0,507
Rosaceae,Alchemilla mollis 'Aulese',Alchemilla,mollis,,,,'Aulese',,Aulese Lady's Mantle,"Hort. Selection (E Carpathian, Caucasus)",Herbaceous perennial,taxon-16711.aspx?qr=0,16711
Apocynaceae,Allamanda cathartica,Allamanda,cathartica,,,,,,"Allamanda, 1","S Cent. America, to N Cent. South America",Vine/liana,taxon-17058.aspx?qr=0,17058
Apocynaceae,Allamanda schotti,Allamanda,schotti,,,,,,"Shrub Allamanda, Allamanda","Brazil, Argentina",Shrub/sub-shrub,taxon-17242.aspx?qr=0,17242
Alliaceae,Allium 'Millennium',Allium,,,,,'Millennium',,Millennium Onion,Horticultural Selection,"Geophyte (bulb, corm or tuber)",taxon-14908.aspx?qr=0,14908
Alliaceae,Allium 'Ambassador',Allium,,,,,'Ambassador',,Ambassador Onion,Horticultural Selection,"Geophyte (bulb, corm or tuber)",taxon-17392.aspx?qr=0,17392
Alliaceae,Allium aflatunense 'Purple Sensation',Allium,aflatunense,,,,'Purple Sensation',,Purple Sensation Persian Onion,Horticultural Origin,"Geophyte (bulb, corm or tuber)",taxon-521.aspx?qr=0,521
Alliaceae,Allium amplectens 'Graceful Beauty',Allium,amplectens,,,,'Graceful Beauty',,Graceful Beauty Onion,Hort. Selection (W North America),"Geophyte (bulb, corm or tuber)",taxon-17391.aspx?qr=0,17391
Alliaceae,Allium caeruleum,Allium,caeruleum,,,,,,Blue Globe Allium,Turkestan,"Geophyte (bulb, corm or tuber)",taxon-524.aspx?qr=0,524
Alliaceae,Allium carinatum subsp. pulchellum,Allium,carinatum,pulchellum,,,,,Keeled Garlic,Europe,"Geophyte (bulb, corm or tuber)",taxon-526.aspx?qr=0,526
Alliaceae,Allium cepa,Allium,cepa,,,,,,"Onion, Egyptian Onion, Shallot, Tree Onion",Central Asia,"Geophyte (bulb, corm or tuber)",taxon-527.aspx?qr=0,527
Alliaceae,Allium cernuum,Allium,cernuum,,,,,,"Nodding Onion, Lady's Leek, Wild Onion",Canada to Mexico,"Geophyte (bulb, corm or tuber)",taxon-528.aspx?qr=0,528
Alliaceae,Allium cyathophorum var. farreri,Allium,cyathophorum,farreri,,,,,Allium,Northwestern China,"Geophyte (bulb, corm or tuber)",taxon-535.aspx?qr=0,535
Alliaceae,Allium denudatum,Allium,denudatum,,,,,,Allium,"Western Russia, Bulgaria","Geophyte (bulb, corm or tuber)",taxon-537.aspx?qr=0,537
Alliaceae,Allium flavum 'Minus',Allium,flavum,,,,'Minus',,Allium,Horticultural Origin,"Geophyte (bulb, corm or tuber)",taxon-542.aspx?qr=0,542
Alliaceae,Allium flavum,Allium,flavum,,,,,,Small Yellow Onion,Eurasia,"Geophyte (bulb, corm or tuber)",taxon-540.aspx?qr=0,540
Alliaceae,Allium grayi,Allium,grayi,,,,,,"Wild Rocambole, No-biru",Japan,"Geophyte (bulb, corm or tuber)",taxon-545.aspx?qr=0,545
Alliaceae,Allium moly,Allium,moly,,,,,,Lily Leek,Europe,"Geophyte (bulb, corm or tuber)",taxon-552.aspx?qr=0,552
Alliaceae,Allium sativum,Allium,sativum,,,,,,Garlic,Central Asia,"Geophyte (bulb, corm or tuber)",taxon-564.aspx?qr=0,564
Alliaceae,Allium schoenoprasum,Allium,schoenoprasum,,,,,,Chives,"Europe, Asia","Geophyte (bulb, corm or tuber)",taxon-565.aspx?qr=0,565
Alliaceae,Allium schubertii,Allium,schubertii,,,,,,Tumbleweed Onion,Mediterranean,"Geophyte (bulb, corm or tuber)",taxon-566.aspx?qr=0,566
Alliaceae,Allium senescens,Allium,senescens,,,,,,German Garlic,Eurasia,"Geophyte (bulb, corm or tuber)",taxon-568.aspx?qr=0,568
Alliaceae,Allium senescens var. glaucum,Allium,senescens,glaucum,,,,,Ornamental Onion,Europe,"Geophyte (bulb, corm or tuber)",taxon-569.aspx?qr=0,569
Alliaceae,Allium stipitatum 'Mount Everest',Allium,stipitatum,,,,'Mount Everest',,Mount Everest Onion,"Hort. Selection (Afghan., Pak., Mtns. Cent. Asia)","Geophyte (bulb, corm or tuber)",taxon-16995.aspx?qr=0,16995
Alliaceae,Allium tanguticum 'Summer Beauty',Allium,tanguticum,,,,'Summer Beauty',,Summer Beauty Ornamental Onion,Hort. Selection (Western China),"Geophyte (bulb, corm or tuber)",taxon-17054.aspx?qr=0,17054
Alliaceae,Allium thunbergii,Allium,thunbergii,,,,,,Thunberg's Onion,Japan,"Geophyte (bulb, corm or tuber)",taxon-579.aspx?qr=0,579
Alliaceae,Allium thunbergii 'Album',Allium,thunbergii,,,,'Album',,White Thunberg's Onion,Japan,"Geophyte (bulb, corm or tuber)",taxon-580.aspx?qr=0,580
Alliaceae,Allium thunbergii 'Ozawa',Allium,thunbergii,,,,'Ozawa',,Ozawa Thunberg's Onion,Japan,"Geophyte (bulb, corm or tuber)",taxon-149875.aspx?qr=0,149879
Alliaceae,Allium tricoccum,Allium,tricoccum,,,,,,Wild Leek,Eastern North America,"Geophyte (bulb, corm or tuber)",taxon-582.aspx?qr=0,582
Alliaceae,Allium tuberosum,Allium,tuberosum,,,,,,Garlic Chives,Southeastern Asia,"Geophyte (bulb, corm or tuber)",taxon-584.aspx?qr=0,584
Didiereaceae,Alluaudia ascendens,Alluaudia,ascendens,,,,,,Alluaudia,S Madagascar,Tree,taxon-14235.aspx?qr=0,14235
Didiereaceae,Alluaudia comosa,Alluaudia,comosa,,,,,,Alluaudia,S Madagascar,Shrub/sub-shrub,taxon-586.aspx?qr=0,586
Didiereaceae,Alluaudia dumosa,Alluaudia,dumosa,,,,,,Alluaudia,S Madagascar,Cactus/succulent,taxon-150623.aspx?qr=0,150629
Didiereaceae,Alluaudia humbertii,Alluaudia,humbertii,,,,,,Alluaudia,S Madagascar,Tree,taxon-13229.aspx?qr=0,13229
Didiereaceae,Alluaudia montagnacii,Alluaudia,montagnacii,,,,,,Alluaudia,S Madagascar,Cactus/succulent,taxon-150857.aspx?qr=0,150880
Betulaceae,Alnus serrulata,Alnus,serrulata,,,,,,Smooth Alder,Eastern U.S. and Canada,Shrub/sub-shrub,taxon-150482.aspx?qr=0,150487
Araceae,Alocasia cuprea,Alocasia,cuprea,,,,,,"Black Elephant's Ear, Alocasia",Borneo,Herbaceous perennial,taxon-14564.aspx?qr=0,14564
Araceae,Alocasia gageana,Alocasia,gageana,,,,,,Alocasia,Myanmar (Burma),Herbaceous perennial,taxon-15817.aspx?qr=0,15817
Araceae,Alocasia longiloba,Alocasia,longiloba,,,,,,Alocasia,Indonesia (Sulawesi),Herbaceous perennial,taxon-150564.aspx?qr=0,150570
Araceae,Alocasia micholitziana 'Frydek',Alocasia,micholitziana,,,,'Frydek',,"Alocasia, Alocasia",Philippines (Luzon),Herbaceous perennial,taxon-150660.aspx?qr=0,150666
Araceae,Alocasia micholitziana × zebrina 'Sarian',Alocasia,micholitziana × zebrina,,,,'Sarian',,"Alocasia, Sarian Elephant Ear, Alocasia",Philippines,Herbaceous perennial,taxon-150662.aspx?qr=0,150668
Araceae,Alocasia odora,Alocasia,odora,,,,,,"Asian Taro, Alocasia","India to SE China, Japan, Borneo",Herbaceous perennial,taxon-603.aspx?qr=0,603
Araceae,Alocasia sanderiana,Alocasia,sanderiana,,,,,,"Sander's Alocasia, Kris Plant, Alocasia",Philippines,Herbaceous perennial,taxon-16084.aspx?qr=0,16084
Asphodelaceae,Aloe abyssinica,Aloe,abyssinica,,,,,,"Ethiopian Aloe, Aloe",Northern Africa,Herbaceous perennial,taxon-604.aspx?qr=0,604
Asphodelaceae,Aloe arborescens,Aloe,arborescens,,,,,,"Candelabra Aloe, Aloe",SE Africa,Shrub/sub-shrub,taxon-605.aspx?qr=0,605
Asphodelaceae,Aloe bakeri,Aloe,bakeri,,,,,,"Dwarf Aloe, Aloe",Madagascar,Herbaceous perennial,taxon-607.aspx?qr=0,607
Asphodelaceae,Aloe bellatula,Aloe,bellatula,,,,,,"Madagascar Aloe, Aloe",Madagascar,Cactus/succulent,taxon-149927.aspx?qr=0,149931
Asphodelaceae,Aloe brevifolia,Aloe,brevifolia,,,,,,"Blue Aloe, Aloe",SW South Africa,Herbaceous perennial,taxon-609.aspx?qr=0,609
Asphodelaceae,Aloe bruynsii,Aloe,bruynsii,,,,,,"Brunyns' Aloe, Aloe",Madagascar,Cactus/succulent,taxon-16248.aspx?qr=0,16248
Asphodelaceae,Aloe descoingsii,Aloe,descoingsii,,,,,,Aloe,Madagascar,Cactus/succulent,taxon-150242.aspx?qr=0,150247
